device_id,device_name,room,type,power_rating,state,value,min,max
D468,AC_468,Office,AC,1500,OFF,28,16,30
D469,AC_469,Office,AC,1500,OFF,26,16,30
D470,Light_470,LivingRoom,Light,20,OFF,0,0,1
D471,Heater_471,Bedroom,Heater,2000,ON,18,18,32
D472,AC_472,Bedroom,AC,1500,ON,23,16,30
D473,Fan_473,Office,Fan,75,ON,3,0,5
D474,Light_474,Office,Light,20,OFF,0,0,1
D475,Light_475,Bedroom,Light,20,OFF,1,0,1
D476,Heater_476,Kitchen,Heater,2000,ON,25,18,32
D477,Fan_477,Kitchen,Fan,75,OFF,4,0,5
D478,Heater_478,Bedroom,Heater,2000,ON,22,18,32
D479,Fan_479,Bedroom,Fan,75,OFF,2,0,5
D480,Light_480,Office,Light,20,OFF,1,0,1
D481,Fan_481,Kitchen,Fan,75,OFF,0,0,5
D482,Heater_482,Office,Heater,2000,OFF,30,18,32
D483,Light_483,Kitchen,Light,20,ON,1,0,1
D484,AC_484,Kitchen,AC,1500,OFF,26,16,30
D485,Fan_485,Office,Fan,75,ON,1,0,5
D486,Fan_486,Kitchen,Fan,75,ON,0,0,5
D487,Light_487,Bedroom,Light,20,ON,0,0,1
D488,Light_488,LivingRoom,Light,20,ON,1,0,1
D489,Fan_489,Office,Fan,75,ON,5,0,5
D490,Light_490,LivingRoom,Light,20,ON,1,0,1
D491,Heater_491,Office,Heater,2000,ON,30,18,32
D492,Fan_492,Kitchen,Fan,75,OFF,5,0,5
D493,AC_493,LivingRoom,AC,1500,ON,24,16,30
D494,AC_494,Bedroom,AC,1500,OFF,30,16,30
D495,Light_495,LivingRoom,Light,20,OFF,1,0,1
D496,Light_496,Kitchen,Light,20,ON,0,0,1
D497,Fan_497,LivingRoom,Fan,75,OFF,2,0,5
D498,Heater_498,Office,Heater,2000,ON,31,18,32
D499,Heater_499,Kitchen,Heater,2000,ON,30,18,32
D500,AC_500,Kitchen,AC,1500,ON,27,16,30
D501,Heater_501,Kitchen,Heater,2000,ON,18,18,32
D502,Fan_502,Kitchen,Fan,75,ON,1,0,5
D503,Heater_503,Office,Heater,2000,OFF,19,18,32
D504,Heater_504,LivingRoom,Heater,2000,ON,20,18,32
D505,Heater_505,Kitchen,Heater,2000,ON,18,18,32
D506,Fan_506,Office,Fan,75,ON,3,0,5
D507,Fan_507,Kitchen,Fan,75,OFF,4,0,5
D508,AC_508,Kitchen,AC,1500,OFF,27,16,30
D509,Light_509,LivingRoom,Light,20,ON,1,0,1
D510,Fan_510,Bedroom,Fan,75,OFF,5,0,5
D511,Fan_511,LivingRoom,Fan,75,OFF,2,0,5
D512,Light_512,Bedroom,Light,20,ON,1,0,1
D513,Light_513,Office,Light,20,OFF,1,0,1
D514,Heater_514,Bedroom,Heater,2000,ON,28,18,32
D515,AC_515,Office,AC,1500,OFF,17,16,30
D516,AC_516,LivingRoom,AC,1500,ON,25,16,30
D517,Light_517,Bedroom,Light,20,OFF,1,0,1
D518,AC_518,Bedroom,AC,1500,OFF,17,16,30
D519,Heater_519,LivingRoom,Heater,2000,OFF,20,18,32
D520,Heater_520,Office,Heater,2000,ON,26,18,32
D521,Heater_521,Kitchen,Heater,2000,ON,24,18,32
D522,Fan_522,LivingRoom,Fan,75,ON,4,0,5
D523,AC_523,LivingRoom,AC,1500,OFF,21,16,30
D524,AC_524,LivingRoom,AC,1500,ON,30,16,30
D525,Heater_525,LivingRoom,Heater,2000,OFF,24,18,32
D526,Light_526,Bedroom,Light,20,OFF,1,0,1
D527,Heater_527,Office,Heater,2000,OFF,24,18,32
D528,AC_528,Bedroom,AC,1500,OFF,17,16,30
D529,Light_529,Office,Light,20,ON,0,0,1
D530,AC_530,LivingRoom,AC,1500,OFF,23,16,30
D531,Heater_531,Office,Heater,2000,ON,21,18,32
D532,Heater_532,Kitchen,Heater,2000,ON,22,18,32
D533,Light_533,LivingRoom,Light,20,ON,1,0,1
D534,AC_534,Bedroom,AC,1500,ON,17,16,30
D535,AC_535,LivingRoom,AC,1500,OFF,25,16,30
D536,AC_536,Bedroom,AC,1500,ON,22,16,30
D537,Heater_537,Bedroom,Heater,2000,ON,30,18,32
D538,AC_538,Bedroom,AC,1500,OFF,19,16,30
D539,Fan_539,Kitchen,Fan,75,ON,2,0,5
D540,Light_540,Bedroom,Light,20,OFF,1,0,1
D541,Fan_541,LivingRoom,Fan,75,ON,5,0,5
D542,Heater_542,Office,Heater,2000,ON,23,18,32
D543,Heater_543,Kitchen,Heater,2000,OFF,24,18,32
D544,Light_544,Kitchen,Light,20,OFF,0,0,1
D545,Heater_545,Bedroom,Heater,2000,ON,22,18,32
D546,Light_546,Office,Light,20,ON,1,0,1
D547,Heater_547,Bedroom,Heater,2000,OFF,21,18,32
D548,Fan_548,Bedroom,Fan,75,OFF,5,0,5
D549,AC_549,Office,AC,1500,OFF,17,16,30
D550,Light_550,LivingRoom,Light,20,OFF,1,0,1
D551,AC_551,LivingRoom,AC,1500,ON,28,16,30
D552,Light_552,Office,Light,20,ON,1,0,1
D553,Fan_553,LivingRoom,Fan,75,ON,1,0,5
D554,AC_554,Office,AC,1500,ON,27,16,30
D555,Light_555,Office,Light,20,ON,1,0,1
D556,Fan_556,Office,Fan,75,OFF,4,0,5
D557,Fan_557,Kitchen,Fan,75,OFF,2,0,5
D558,Heater_558,Office,Heater,2000,ON,30,18,32
D559,Heater_559,Kitchen,Heater,2000,ON,23,18,32
D560,Fan_560,Office,Fan,75,ON,4,0,5
D561,Light_561,Bedroom,Light,20,ON,1,0,1
D562,Heater_562,Kitchen,Heater,2000,ON,21,18,32
D563,Fan_563,Bedroom,Fan,75,OFF,4,0,5
D564,Light_564,Office,Light,20,OFF,1,0,1
D565,Heater_565,Office,Heater,2000,OFF,20,18,32
D566,Fan_566,Bedroom,Fan,75,ON,5,0,5
D567,Heater_567,Bedroom,Heater,2000,ON,26,18,32
D568,AC_568,LivingRoom,AC,1500,ON,28,16,30
D569,AC_569,Office,AC,1500,ON,29,16,30
D570,Light_570,LivingRoom,Light,20,ON,0,0,1
D571,Light_571,Office,Light,20,OFF,0,0,1
D572,Heater_572,Office,Heater,2000,ON,18,18,32
D573,Heater_573,LivingRoom,Heater,2000,ON,26,18,32
D574,Fan_574,Kitchen,Fan,75,ON,4,0,5
D575,Heater_575,Bedroom,Heater,2000,ON,32,18,32
D576,AC_576,Bedroom,AC,1500,ON,19,16,30
D577,Fan_577,Kitchen,Fan,75,OFF,3,0,5
D578,AC_578,Kitchen,AC,1500,OFF,23,16,30
D579,Light_579,Bedroom,Light,20,OFF,0,0,1
D580,AC_580,LivingRoom,AC,1500,OFF,22,16,30
D581,Heater_581,Office,Heater,2000,ON,28,18,32
D582,AC_582,Bedroom,AC,1500,ON,23,16,30
D583,Heater_583,Kitchen,Heater,2000,ON,32,18,32
D584,AC_584,Bedroom,AC,1500,ON,30,16,30
D585,Heater_585,Kitchen,Heater,2000,ON,32,18,32
D586,AC_586,Kitchen,AC,1500,ON,18,16,30
D587,Fan_587,LivingRoom,Fan,75,ON,4,0,5
D588,Light_588,Office,Light,20,ON,1,0,1
D589,Light_589,Bedroom,Light,20,OFF,1,0,1
D590,Heater_590,Bedroom,Heater,2000,ON,26,18,32
D591,Fan_591,LivingRoom,Fan,75,ON,3,0,5
D592,Light_592,LivingRoom,Light,20,OFF,1,0,1
D593,Fan_593,LivingRoom,Fan,75,OFF,3,0,5
D594,Heater_594,Bedroom,Heater,2000,OFF,26,18,32
D595,Heater_595,Office,Heater,2000,ON,28,18,32
D596,Heater_596,LivingRoom,Heater,2000,OFF,30,18,32
D597,Light_597,LivingRoom,Light,20,ON,1,0,1
D598,Light_598,Office,Light,20,ON,1,0,1
D599,Fan_599,Kitchen,Fan,75,ON,0,0,5
D600,AC_600,Kitchen,AC,1500,OFF,21,16,30
D601,Fan_601,LivingRoom,Fan,75,ON,0,0,5
D602,Light_602,Office,Light,20,OFF,1,0,1
D603,AC_603,LivingRoom,AC,1500,ON,21,16,30
D604,AC_604,Kitchen,AC,1500,OFF,16,16,30
D605,Fan_605,Office,Fan,75,OFF,0,0,5
D606,Light_606,Bedroom,Light,20,OFF,0,0,1
D607,Light_607,Kitchen,Light,20,OFF,1,0,1
D608,Heater_608,Bedroom,Heater,2000,ON,20,18,32
D609,Heater_609,Kitchen,Heater,2000,OFF,22,18,32
D610,Heater_610,LivingRoom,Heater,2000,OFF,22,18,32
D611,Light_611,Office,Light,20,ON,1,0,1
D612,AC_612,Bedroom,AC,1500,OFF,16,16,30
D613,Heater_613,Kitchen,Heater,2000,OFF,30,18,32
D614,Fan_614,Office,Fan,75,OFF,3,0,5
D615,Light_615,Kitchen,Light,20,OFF,0,0,1
D616,Heater_616,Kitchen,Heater,2000,ON,24,18,32
D617,Fan_617,Kitchen,Fan,75,OFF,4,0,5
D618,Light_618,Kitchen,Light,20,OFF,1,0,1
D619,Heater_619,Kitchen,Heater,2000,ON,32,18,32
D620,Light_620,Bedroom,Light,20,ON,1,0,1
D621,Light_621,Office,Light,20,OFF,0,0,1
D622,Heater_622,Office,Heater,2000,ON,28,18,32
D623,Fan_623,Bedroom,Fan,75,OFF,5,0,5
D624,Light_624,Office,Light,20,OFF,0,0,1
D625,Heater_625,Office,Heater,2000,OFF,26,18,32
D626,Heater_626,LivingRoom,Heater,2000,OFF,29,18,32
D627,AC_627,LivingRoom,AC,1500,ON,26,16,30
D628,Fan_628,Bedroom,Fan,75,ON,4,0,5
D629,Heater_629,Kitchen,Heater,2000,OFF,19,18,32
D630,AC_630,LivingRoom,AC,1500,OFF,19,16,30
D631,Light_631,Office,Light,20,OFF,1,0,1
D632,Heater_632,Bedroom,Heater,2000,OFF,18,18,32
D633,Heater_633,LivingRoom,Heater,2000,OFF,24,18,32
D634,AC_634,LivingRoom,AC,1500,ON,21,16,30
D635,Fan_635,Kitchen,Fan,75,OFF,1,0,5
D636,Heater_636,Kitchen,Heater,2000,OFF,19,18,32
D637,Heater_637,Office,Heater,2000,OFF,19,18,32
D638,Fan_638,LivingRoom,Fan,75,ON,0,0,5
D639,Fan_639,LivingRoom,Fan,75,ON,5,0,5
D640,Light_640,Bedroom,Light,20,ON,1,0,1
D641,Heater_641,Office,Heater,2000,ON,30,18,32
D642,Heater_642,Bedroom,Heater,2000,ON,28,18,32
D643,Heater_643,Office,Heater,2000,ON,29,18,32
D644,Light_644,Office,Light,20,OFF,1,0,1
D645,AC_645,Bedroom,AC,1500,ON,20,16,30
D646,AC_646,LivingRoom,AC,1500,ON,21,16,30
D647,Fan_647,Bedroom,Fan,75,OFF,0,0,5
D648,Fan_648,Office,Fan,75,OFF,4,0,5
D649,Heater_649,Office,Heater,2000,ON,23,18,32
D650,Fan_650,Office,Fan,75,ON,5,0,5
D651,Fan_651,LivingRoom,Fan,75,ON,2,0,5
D652,AC_652,Bedroom,AC,1500,OFF,17,16,30
D653,Light_653,Kitchen,Light,20,ON,1,0,1
D654,Heater_654,Bedroom,Heater,2000,OFF,24,18,32
D655,Light_655,Office,Light,20,ON,0,0,1
D656,Heater_656,Kitchen,Heater,2000,ON,20,18,32
D657,Fan_657,Office,Fan,75,ON,2,0,5
D658,AC_658,Office,AC,1500,ON,19,16,30
D659,Heater_659,Office,Heater,2000,OFF,28,18,32
D660,Heater_660,Office,Heater,2000,OFF,25,18,32
D661,Light_661,LivingRoom,Light,20,ON,0,0,1
D662,Fan_662,LivingRoom,Fan,75,OFF,1,0,5
D663,Fan_663,Bedroom,Fan,75,OFF,4,0,5
D664,Heater_664,LivingRoom,Heater,2000,ON,22,18,32
D665,Fan_665,LivingRoom,Fan,75,OFF,4,0,5
D666,Light_666,Office,Light,20,ON,0,0,1
D667,Fan_667,LivingRoom,Fan,75,OFF,2,0,5
D668,Fan_668,LivingRoom,Fan,75,OFF,0,0,5
D669,Light_669,Bedroom,Light,20,OFF,1,0,1
D670,Light_670,Bedroom,Light,20,ON,0,0,1
D671,AC_671,Kitchen,AC,1500,OFF,25,16,30
D672,Light_672,Kitchen,Light,20,OFF,1,0,1
D673,Fan_673,LivingRoom,Fan,75,ON,3,0,5
D674,AC_674,Kitchen,AC,1500,ON,27,16,30
D675,Light_675,Bedroom,Light,20,ON,1,0,1
D676,Light_676,Office,Light,20,OFF,0,0,1
D677,Fan_677,Office,Fan,75,OFF,3,0,5
D678,AC_678,LivingRoom,AC,1500,OFF,24,16,30
D679,Fan_679,Kitchen,Fan,75,OFF,3,0,5
D680,Fan_680,LivingRoom,Fan,75,ON,5,0,5
D681,Heater_681,Kitchen,Heater,2000,ON,30,18,32
D682,Heater_682,Bedroom,Heater,2000,OFF,31,18,32
D683,Light_683,Office,Light,20,OFF,1,0,1
D684,Fan_684,Kitchen,Fan,75,ON,4,0,5
D685,Heater_685,Kitchen,Heater,2000,ON,18,18,32
D686,AC_686,Office,AC,1500,ON,17,16,30
D687,Light_687,Office,Light,20,OFF,0,0,1
D688,Heater_688,Bedroom,Heater,2000,ON,32,18,32
D689,Fan_689,Bedroom,Fan,75,OFF,0,0,5
D690,Fan_690,Kitchen,Fan,75,ON,2,0,5
D691,Light_691,LivingRoom,Light,20,OFF,1,0,1
D692,Light_692,Office,Light,20,ON,0,0,1
D693,AC_693,Bedroom,AC,1500,OFF,17,16,30
D694,Light_694,Bedroom,Light,20,OFF,0,0,1
D695,AC_695,Kitchen,AC,1500,ON,29,16,30
D696,Heater_696,Bedroom,Heater,2000,OFF,19,18,32
D697,Light_697,Office,Light,20,ON,0,0,1
D698,AC_698,Kitchen,AC,1500,OFF,30,16,30
D699,Fan_699,Bedroom,Fan,75,OFF,1,0,5
D700,Light_700,LivingRoom,Light,20,ON,0,0,1
D701,Heater_701,Kitchen,Heater,2000,ON,28,18,32
D702,Light_702,Office,Light,20,OFF,0,0,1
D703,AC_703,LivingRoom,AC,1500,ON,28,16,30
D704,AC_704,Office,AC,1500,OFF,22,16,30
D705,Fan_705,Bedroom,Fan,75,ON,2,0,5
D706,AC_706,Bedroom,AC,1500,OFF,28,16,30
D707,AC_707,Kitchen,AC,1500,ON,24,16,30
D708,Light_708,Office,Light,20,OFF,0,0,1
D709,Light_709,Office,Light,20,OFF,0,0,1
D710,Light_710,Office,Light,20,ON,0,0,1
D711,Fan_711,Kitchen,Fan,75,ON,3,0,5
D712,Heater_712,Kitchen,Heater,2000,ON,30,18,32
D713,Heater_713,LivingRoom,Heater,2000,ON,27,18,32
D714,AC_714,LivingRoom,AC,1500,OFF,19,16,30
D715,AC_715,LivingRoom,AC,1500,OFF,24,16,30
D716,Fan_716,Office,Fan,75,OFF,5,0,5
D717,Heater_717,LivingRoom,Heater,2000,ON,22,18,32
D718,AC_718,Kitchen,AC,1500,ON,24,16,30
D719,Light_719,Bedroom,Light,20,OFF,1,0,1
D720,AC_720,Kitchen,AC,1500,OFF,27,16,30
D721,Light_721,LivingRoom,Light,20,ON,0,0,1
D722,Heater_722,LivingRoom,Heater,2000,OFF,27,18,32
D723,AC_723,Kitchen,AC,1500,ON,17,16,30
D724,AC_724,Bedroom,AC,1500,ON,18,16,30
D725,Heater_725,Kitchen,Heater,2000,OFF,20,18,32
D726,Fan_726,Bedroom,Fan,75,OFF,5,0,5
D727,AC_727,LivingRoom,AC,1500,OFF,28,16,30
D728,Heater_728,Kitchen,Heater,2000,ON,22,18,32
D729,AC_729,Office,AC,1500,OFF,24,16,30
D730,Fan_730,LivingRoom,Fan,75,OFF,4,0,5
D731,Light_731,Kitchen,Light,20,ON,1,0,1
D732,AC_732,LivingRoom,AC,1500,ON,27,16,30
D733,AC_733,LivingRoom,AC,1500,ON,19,16,30
D734,AC_734,Office,AC,1500,OFF,22,16,30
D735,Light_735,Bedroom,Light,20,ON,1,0,1
D736,Light_736,Kitchen,Light,20,ON,1,0,1
D737,Fan_737,Kitchen,Fan,75,ON,4,0,5
D738,Fan_738,LivingRoom,Fan,75,ON,1,0,5
D739,Light_739,LivingRoom,Light,20,OFF,0,0,1
D740,Heater_740,Kitchen,Heater,2000,OFF,23,18,32
D741,AC_741,Office,AC,1500,ON,21,16,30
D742,Light_742,Kitchen,Light,20,OFF,0,0,1
D743,Heater_743,Kitchen,Heater,2000,OFF,30,18,32
D744,Light_744,Bedroom,Light,20,ON,0,0,1
D745,Heater_745,LivingRoom,Heater,2000,ON,26,18,32
D746,Fan_746,LivingRoom,Fan,75,OFF,0,0,5
D747,Heater_747,Kitchen,Heater,2000,ON,21,18,32
D748,Light_748,Office,Light,20,OFF,0,0,1
D749,Light_749,Kitchen,Light,20,ON,0,0,1
D750,Light_750,Office,Light,20,OFF,1,0,1
D751,AC_751,LivingRoom,AC,1500,ON,26,16,30
D752,Heater_752,LivingRoom,Heater,2000,ON,24,18,32
D753,Light_753,Bedroom,Light,20,OFF,1,0,1
D754,Fan_754,Office,Fan,75,OFF,2,0,5
D755,Heater_755,Kitchen,Heater,2000,ON,19,18,32
D756,Light_756,Bedroom,Light,20,ON,0,0,1
D757,AC_757,Bedroom,AC,1500,OFF,23,16,30
D758,Fan_758,Office,Fan,75,ON,4,0,5
D759,Fan_759,Bedroom,Fan,75,OFF,2,0,5
D760,Heater_760,Kitchen,Heater,2000,ON,19,18,32
D761,Light_761,Kitchen,Light,20,ON,0,0,1
D762,Fan_762,Bedroom,Fan,75,ON,5,0,5
D763,Light_763,Kitchen,Light,20,OFF,0,0,1
D764,Fan_764,Kitchen,Fan,75,ON,0,0,5
D765,Heater_765,Office,Heater,2000,ON,19,18,32
D766,Heater_766,LivingRoom,Heater,2000,ON,19,18,32
D767,AC_767,LivingRoom,AC,1500,ON,18,16,30
D768,Light_768,Office,Light,20,OFF,0,0,1
D769,Fan_769,LivingRoom,Fan,75,ON,0,0,5
D770,Light_770,Office,Light,20,ON,0,0,1
D771,Fan_771,LivingRoom,Fan,75,ON,3,0,5
D772,AC_772,Bedroom,AC,1500,OFF,29,16,30
D773,Heater_773,Office,Heater,2000,ON,24,18,32
D774,Heater_774,Bedroom,Heater,2000,OFF,21,18,32
D775,Light_775,Kitchen,Light,20,OFF,1,0,1
D776,Light_776,LivingRoom,Light,20,ON,1,0,1
D777,Heater_777,Office,Heater,2000,OFF,18,18,32
D778,AC_778,Kitchen,AC,1500,OFF,18,16,30
D779,Heater_779,Bedroom,Heater,2000,ON,28,18,32
D780,AC_780,Office,AC,1500,OFF,23,16,30
D781,Heater_781,Kitchen,Heater,2000,OFF,24,18,32
D782,Fan_782,Bedroom,Fan,75,ON,2,0,5
D783,Light_783,LivingRoom,Light,20,OFF,0,0,1
D784,Heater_784,Kitchen,Heater,2000,ON,20,18,32
D785,AC_785,Bedroom,AC,1500,ON,20,16,30
D786,AC_786,Bedroom,AC,1500,OFF,21,16,30
D787,Light_787,Bedroom,Light,20,ON,1,0,1
D788,Fan_788,LivingRoom,Fan,75,OFF,4,0,5
D789,Light_789,Bedroom,Light,20,OFF,1,0,1
D790,Light_790,Office,Light,20,ON,0,0,1
D791,AC_791,Bedroom,AC,1500,ON,16,16,30
D792,Heater_792,LivingRoom,Heater,2000,OFF,32,18,32
D793,Light_793,Bedroom,Light,20,OFF,0,0,1
D794,Fan_794,LivingRoom,Fan,75,ON,1,0,5
D795,Light_795,LivingRoom,Light,20,OFF,0,0,1
D796,Fan_796,Office,Fan,75,ON,2,0,5
D797,Fan_797,Kitchen,Fan,75,ON,1,0,5
D798,Heater_798,Office,Heater,2000,OFF,20,18,32
D799,Fan_799,Bedroom,Fan,75,ON,3,0,5
D800,Fan_800,Kitchen,Fan,75,ON,1,0,5
D801,AC_801,Office,AC,1500,ON,18,16,30
D802,Fan_802,Bedroom,Fan,75,ON,3,0,5
D803,Light_803,Kitchen,Light,20,ON,0,0,1
D804,Fan_804,Kitchen,Fan,75,ON,5,0,5
D805,AC_805,Kitchen,AC,1500,OFF,16,16,30
D806,Fan_806,Bedroom,Fan,75,ON,5,0,5
D807,AC_807,Kitchen,AC,1500,OFF,28,16,30
D808,AC_808,LivingRoom,AC,1500,ON,22,16,30
D809,Heater_809,Office,Heater,2000,ON,32,18,32
D810,Heater_810,Office,Heater,2000,OFF,23,18,32
D811,Heater_811,LivingRoom,Heater,2000,OFF,30,18,32
D812,Light_812,Bedroom,Light,20,OFF,0,0,1
D813,AC_813,Kitchen,AC,1500,ON,21,16,30
D814,Fan_814,LivingRoom,Fan,75,ON,2,0,5
D815,Light_815,Office,Light,20,ON,0,0,1
D816,AC_816,Kitchen,AC,1500,OFF,27,16,30
D817,AC_817,Office,AC,1500,ON,25,16,30
D818,Heater_818,Bedroom,Heater,2000,ON,19,18,32
D819,Fan_819,Bedroom,Fan,75,ON,3,0,5
D820,Fan_820,Kitchen,Fan,75,OFF,1,0,5
D821,AC_821,LivingRoom,AC,1500,OFF,25,16,30
D822,Heater_822,Bedroom,Heater,2000,ON,23,18,32
D823,AC_823,Office,AC,1500,ON,20,16,30
D824,Heater_824,Bedroom,Heater,2000,ON,18,18,32
D825,Light_825,Bedroom,Light,20,OFF,0,0,1
D826,Heater_826,LivingRoom,Heater,2000,OFF,30,18,32
D827,Heater_827,Office,Heater,2000,OFF,32,18,32
D828,Fan_828,LivingRoom,Fan,75,OFF,1,0,5
D829,Fan_829,Office,Fan,75,OFF,1,0,5
D830,Heater_830,LivingRoom,Heater,2000,OFF,25,18,32
D831,Heater_831,Kitchen,Heater,2000,ON,31,18,32
D832,Fan_832,LivingRoom,Fan,75,ON,5,0,5
D833,AC_833,LivingRoom,AC,1500,OFF,28,16,30
D834,Heater_834,Bedroom,Heater,2000,ON,31,18,32
D835,Heater_835,Office,Heater,2000,OFF,27,18,32
D836,Light_836,Office,Light,20,OFF,0,0,1
D837,Heater_837,LivingRoom,Heater,2000,ON,19,18,32
D838,Heater_838,Bedroom,Heater,2000,ON,21,18,32
D839,Light_839,Bedroom,Light,20,ON,1,0,1
D840,AC_840,Office,AC,1500,ON,29,16,30
D841,Light_841,Kitchen,Light,20,OFF,0,0,1
D842,AC_842,Office,AC,1500,OFF,24,16,30
D843,Fan_843,Kitchen,Fan,75,OFF,0,0,5
D844,Heater_844,LivingRoom,Heater,2000,OFF,20,18,32
D845,Light_845,LivingRoom,Light,20,ON,0,0,1
D846,Fan_846,Kitchen,Fan,75,OFF,2,0,5
D847,Heater_847,Office,Heater,2000,OFF,18,18,32
D848,Light_848,Kitchen,Light,20,OFF,0,0,1
D849,Heater_849,LivingRoom,Heater,2000,OFF,32,18,32
D850,Fan_850,Bedroom,Fan,75,ON,5,0,5
D851,Heater_851,Kitchen,Heater,2000,OFF,18,18,32
D852,Fan_852,Kitchen,Fan,75,OFF,2,0,5
D853,Heater_853,LivingRoom,Heater,2000,ON,20,18,32
D854,Fan_854,Office,Fan,75,OFF,2,0,5
D855,Heater_855,LivingRoom,Heater,2000,ON,25,18,32
D856,Light_856,Office,Light,20,OFF,1,0,1
D857,AC_857,Bedroom,AC,1500,ON,20,16,30
D858,Heater_858,Bedroom,Heater,2000,ON,20,18,32
D859,Light_859,Bedroom,Light,20,ON,0,0,1
D860,AC_860,Office,AC,1500,ON,30,16,30
D861,Fan_861,Bedroom,Fan,75,OFF,2,0,5
D862,Heater_862,Office,Heater,2000,ON,28,18,32
D863,AC_863,Bedroom,AC,1500,OFF,23,16,30
D864,Heater_864,Bedroom,Heater,2000,OFF,27,18,32
D865,Fan_865,Kitchen,Fan,75,ON,2,0,5
D866,AC_866,Kitchen,AC,1500,ON,22,16,30
D867,AC_867,Bedroom,AC,1500,ON,29,16,30
D868,Light_868,Bedroom,Light,20,ON,1,0,1
D869,Heater_869,LivingRoom,Heater,2000,ON,25,18,32
D870,Light_870,Bedroom,Light,20,ON,0,0,1
D871,Fan_871,Kitchen,Fan,75,OFF,3,0,5
D872,Heater_872,Kitchen,Heater,2000,OFF,22,18,32
D873,Light_873,Office,Light,20,OFF,1,0,1
D874,AC_874,LivingRoom,AC,1500,OFF,24,16,30
D875,Fan_875,Kitchen,Fan,75,ON,3,0,5
D876,AC_876,Kitchen,AC,1500,OFF,26,16,30
D877,Fan_877,Kitchen,Fan,75,OFF,5,0,5
D878,Fan_878,Bedroom,Fan,75,ON,4,0,5
D879,Light_879,LivingRoom,Light,20,OFF,1,0,1
D880,Light_880,LivingRoom,Light,20,OFF,1,0,1
D881,Fan_881,Office,Fan,75,OFF,3,0,5
D882,AC_882,Bedroom,AC,1500,OFF,27,16,30
D883,Light_883,Office,Light,20,OFF,1,0,1
D884,Light_884,Bedroom,Light,20,OFF,0,0,1
D885,Heater_885,Bedroom,Heater,2000,OFF,29,18,32
D886,Light_886,Kitchen,Light,20,ON,0,0,1
D887,Fan_887,Bedroom,Fan,75,OFF,3,0,5
D888,Fan_888,Kitchen,Fan,75,OFF,4,0,5
D889,Fan_889,Office,Fan,75,ON,3,0,5
D890,AC_890,LivingRoom,AC,1500,OFF,30,16,30
D891,Light_891,LivingRoom,Light,20,OFF,1,0,1
D892,Heater_892,LivingRoom,Heater,2000,ON,20,18,32
D893,Light_893,Kitchen,Light,20,OFF,1,0,1
D894,Light_894,Kitchen,Light,20,ON,0,0,1
D895,Heater_895,Kitchen,Heater,2000,ON,23,18,32
D896,AC_896,LivingRoom,AC,1500,OFF,20,16,30
D897,Light_897,Bedroom,Light,20,ON,1,0,1
D898,AC_898,Bedroom,AC,1500,OFF,26,16,30
D899,Heater_899,Office,Heater,2000,OFF,25,18,32
D900,Heater_900,LivingRoom,Heater,2000,ON,26,18,32
D901,Light_901,Kitchen,Light,20,ON,1,0,1
D902,Light_902,LivingRoom,Light,20,ON,0,0,1
D903,Light_903,Kitchen,Light,20,OFF,0,0,1
D904,AC_904,Office,AC,1500,OFF,18,16,30
D905,AC_905,LivingRoom,AC,1500,OFF,20,16,30
D906,Heater_906,Kitchen,Heater,2000,OFF,32,18,32
D907,Light_907,Kitchen,Light,20,OFF,1,0,1
D908,Light_908,Bedroom,Light,20,OFF,0,0,1
D909,Light_909,Bedroom,Light,20,ON,0,0,1
D910,AC_910,Bedroom,AC,1500,ON,21,16,30
D911,AC_911,Office,AC,1500,OFF,28,16,30
D912,AC_912,LivingRoom,AC,1500,ON,26,16,30
D913,AC_913,LivingRoom,AC,1500,ON,22,16,30
D914,Heater_914,Office,Heater,2000,ON,26,18,32
D915,Fan_915,Office,Fan,75,ON,1,0,5
D916,AC_916,Kitchen,AC,1500,OFF,26,16,30
D917,AC_917,Kitchen,AC,1500,ON,22,16,30
D918,AC_918,LivingRoom,AC,1500,OFF,17,16,30
D919,AC_919,Office,AC,1500,ON,25,16,30
D920,Light_920,Kitchen,Light,20,ON,1,0,1
D921,Heater_921,Kitchen,Heater,2000,ON,18,18,32
D922,Heater_922,Bedroom,Heater,2000,OFF,23,18,32
D923,Light_923,LivingRoom,Light,20,ON,0,0,1
D924,AC_924,Office,AC,1500,ON,17,16,30
D925,AC_925,LivingRoom,AC,1500,OFF,26,16,30
D926,Light_926,Office,Light,20,OFF,1,0,1
D927,Heater_927,LivingRoom,Heater,2000,ON,31,18,32
D928,Light_928,LivingRoom,Light,20,OFF,1,0,1
D929,Fan_929,Office,Fan,75,ON,0,0,5
D930,AC_930,LivingRoom,AC,1500,ON,26,16,30
D931,Light_931,Kitchen,Light,20,OFF,1,0,1
D932,Fan_932,LivingRoom,Fan,75,OFF,2,0,5
D933,Light_933,LivingRoom,Light,20,OFF,1,0,1
D934,Heater_934,Kitchen,Heater,2000,OFF,29,18,32
D935,Heater_935,Office,Heater,2000,ON,19,18,32
D936,Light_936,LivingRoom,Light,20,ON,0,0,1
D937,Heater_937,Office,Heater,2000,OFF,20,18,32
D938,Heater_938,Kitchen,Heater,2000,ON,31,18,32
D939,Light_939,Office,Light,20,OFF,0,0,1
D940,Heater_940,Office,Heater,2000,ON,19,18,32
D941,Fan_941,Kitchen,Fan,75,ON,5,0,5
