rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R563,temperature,Fan,>,20,Fan,OFF,27,4
R564,temperature,Fan,<,25,Fan,SET,25,1
R565,occupancy,Light,=,33,Fan,ON,23,5
R566,occupancy,Fan,=,22,Fan,ON,20,3
R567,occupancy,Fan,<,26,Light,SET,21,5
R568,time,Fan,=,29,AC,SET,19,4
R569,occupancy,AC,>,26,AC,SET,25,3
R570,occupancy,Light,<,21,Fan,ON,30,1
R571,time,Light,=,20,Fan,OFF,22,2
R572,time,Light,<,17,Light,OFF,24,5
R573,time,Light,=,29,Fan,OFF,16,2
R574,temperature,Light,=,16,Light,OFF,18,4
R575,occupancy,Fan,=,21,Light,OFF,30,3
R576,time,Light,<,17,AC,OFF,23,2
R577,time,Fan,<,23,Fan,OFF,23,1
R578,occupancy,Fan,>,24,Fan,SET,17,5
R579,occupancy,AC,=,19,Fan,OFF,19,5
R580,time,Fan,>,31,AC,OFF,21,5
R581,time,AC,>,28,Light,ON,17,3
R582,occupancy,Fan,=,17,Fan,OFF,25,5
R583,time,AC,<,17,AC,ON,24,2
R584,temperature,Light,<,34,AC,ON,18,2
R585,temperature,AC,>,29,Light,OFF,29,3
R586,time,Light,<,19,Light,ON,16,3
R587,temperature,Light,=,27,Light,SET,25,4
R588,temperature,Light,<,29,Fan,ON,16,2
R589,temperature,Light,>,33,Fan,ON,25,1
R590,temperature,Fan,=,27,AC,OFF,17,4
R591,time,AC,>,34,Light,ON,16,1
R592,occupancy,Fan,=,29,Light,SET,25,4
R593,occupancy,Light,<,22,Light,ON,26,2
R594,temperature,Fan,=,25,AC,SET,24,4
R595,time,AC,<,31,AC,OFF,20,4
R596,time,AC,=,23,AC,SET,29,3
R597,time,Fan,>,18,Fan,ON,25,4
R598,temperature,AC,<,17,Fan,ON,21,4
R599,temperature,Fan,=,35,AC,ON,20,4
R600,time,Light,=,32,AC,SET,27,3
R601,occupancy,Light,=,30,Light,ON,23,4
R602,time,Light,=,34,Fan,ON,29,5
R603,time,Light,<,30,AC,ON,24,2
R604,occupancy,Fan,=,28,Light,OFF,17,3
R605,temperature,Fan,<,21,Light,OFF,22,1
R606,time,AC,=,25,AC,OFF,27,3
R607,occupancy,AC,=,32,AC,OFF,18,2
R608,temperature,Fan,>,16,Fan,OFF,28,1
R609,temperature,AC,=,24,AC,SET,28,1
R610,time,AC,>,29,Fan,ON,23,4
R611,time,Light,<,23,Fan,ON,21,3
R612,temperature,AC,<,22,AC,ON,26,5
R613,temperature,Light,<,32,Fan,ON,21,1
R614,occupancy,AC,>,31,AC,OFF,27,2
R615,temperature,Light,=,30,Fan,SET,25,1
R616,temperature,Fan,<,16,Fan,ON,19,4
R617,temperature,Light,=,30,AC,ON,23,1
R618,temperature,Fan,=,17,AC,ON,29,5
R619,temperature,Light,>,29,AC,ON,17,3
R620,time,AC,=,24,AC,SET,16,2
R621,occupancy,Light,<,26,Fan,ON,29,2
R622,time,Fan,>,21,Light,SET,21,4
R623,temperature,Fan,=,17,Fan,OFF,29,2
R624,occupancy,Light,=,16,AC,ON,20,1
R625,occupancy,Fan,=,23,AC,ON,27,1
R626,temperature,Light,=,29,AC,SET,29,3
R627,temperature,Light,>,24,Fan,OFF,23,4
R628,time,AC,<,24,Light,OFF,29,4
R629,occupancy,Fan,<,27,AC,OFF,29,2
R630,occupancy,Fan,<,24,AC,ON,22,2
R631,time,Fan,>,31,Fan,OFF,29,5
R632,occupancy,AC,<,31,AC,ON,28,5
R633,temperature,Light,>,28,AC,OFF,21,5
R634,time,Light,<,26,Fan,ON,30,1
R635,occupancy,AC,<,31,Light,ON,24,5
R636,occupancy,Fan,<,25,AC,OFF,30,1
R637,occupancy,Light,<,20,Light,OFF,22,2
R638,occupancy,Light,=,17,Light,SET,21,1
R639,temperature,AC,>,30,Light,ON,24,3
R640,time,Fan,=,24,Light,OFF,23,2
R641,temperature,Fan,>,29,Light,OFF,25,2
R642,time,Fan,>,16,Fan,SET,22,1
R643,time,Fan,=,16,AC,SET,22,1
R644,time,AC,<,27,Light,ON,23,3
R645,temperature,Light,=,30,Fan,SET,22,2
R646,time,Fan,<,19,Fan,ON,28,1
R647,temperature,AC,<,29,AC,OFF,17,1
R648,time,AC,=,33,AC,OFF,16,3
R649,occupancy,Fan,>,32,Fan,OFF,21,5
R650,occupancy,AC,=,29,Fan,OFF,23,4
R651,temperature,Fan,>,18,Light,OFF,27,4
R652,temperature,AC,<,34,AC,ON,20,5
R653,temperature,AC,>,27,AC,ON,23,5
R654,temperature,Light,<,33,AC,SET,19,3
R655,occupancy,Light,>,32,Light,OFF,25,3
R656,temperature,Fan,=,34,Fan,ON,28,1
R657,occupancy,Light,<,34,Light,SET,29,4
R658,time,AC,>,21,Fan,SET,28,1
R659,occupancy,Light,>,29,AC,ON,27,1
R660,temperature,AC,>,27,Fan,SET,29,5
R661,time,Fan,=,21,Light,ON,16,1
R662,time,Light,>,30,AC,SET,19,4
R663,occupancy,Fan,=,19,Fan,OFF,17,5
R664,occupancy,AC,<,29,AC,OFF,25,4
R665,occupancy,Fan,=,22,Fan,OFF,29,5
R666,temperature,AC,<,32,Fan,ON,19,3
R667,temperature,AC,>,26,Fan,ON,21,5
R668,temperature,Fan,=,24,AC,SET,25,1
R669,occupancy,AC,=,33,Fan,SET,30,4
R670,temperature,Light,<,19,AC,SET,16,2
R671,time,Fan,<,33,Fan,ON,24,4
R672,occupancy,AC,>,16,Fan,ON,22,5
R673,temperature,Light,=,29,AC,ON,27,3
R674,time,AC,<,24,Light,SET,29,4
R675,time,Fan,=,16,Fan,ON,20,4
R676,occupancy,Light,<,33,AC,SET,16,1
R677,occupancy,AC,<,32,Light,OFF,16,1
R678,temperature,Fan,<,19,AC,OFF,16,4
R679,time,Light,>,19,Light,ON,24,3
R680,occupancy,Fan,<,22,Light,OFF,24,3
R681,temperature,AC,<,25,AC,SET,22,3
R682,temperature,Light,<,16,Fan,SET,18,2
R683,occupancy,AC,>,27,Light,OFF,18,2
R684,time,Fan,<,17,AC,OFF,19,1
R685,occupancy,Fan,>,18,Fan,ON,24,3
R686,time,AC,=,27,AC,OFF,19,3
R687,time,Light,=,24,AC,SET,24,1
R688,temperature,Fan,>,20,AC,OFF,27,1
R689,temperature,Light,>,24,Light,OFF,21,3
R690,temperature,Light,=,22,AC,OFF,28,4
R691,temperature,Light,=,20,Fan,OFF,24,4
R692,time,Fan,>,32,Fan,SET,29,3
R693,time,Light,>,27,AC,ON,29,1
R694,temperature,Fan,>,27,Fan,SET,19,1
R695,occupancy,AC,>,25,AC,ON,19,4
R696,occupancy,Fan,=,18,AC,ON,26,5
R697,occupancy,Light,>,29,Fan,SET,25,1
R698,occupancy,Fan,>,29,Fan,ON,26,4
R699,time,Light,<,26,Light,ON,25,1
R700,occupancy,Light,>,27,AC,OFF,28,4
R701,time,AC,<,28,Light,SET,19,3
R702,time,Fan,=,33,Light,ON,23,5
R703,occupancy,Light,>,20,AC,ON,16,2
R704,occupancy,AC,>,32,Light,ON,26,2
R705,temperature,Fan,>,20,Fan,ON,16,5
R706,time,Fan,>,24,AC,SET,16,2
R707,occupancy,Fan,<,29,Light,ON,20,5
R708,occupancy,Light,>,28,AC,ON,27,4
R709,temperature,Fan,=,32,Light,OFF,22,3
R710,occupancy,Light,>,27,AC,ON,23,4
R711,temperature,Light,=,20,AC,SET,19,1
R712,temperature,AC,>,35,Light,SET,24,4
R713,temperature,Fan,>,30,Fan,OFF,17,4
R714,time,AC,>,16,Light,SET,24,4
R715,time,AC,<,30,Light,SET,30,4
R716,time,Light,=,18,Fan,ON,24,5
R717,time,AC,<,28,Light,OFF,26,1
R718,time,Fan,=,17,Fan,ON,27,2
R719,temperature,Light,=,24,Fan,OFF,21,2
R720,time,Light,>,30,Light,ON,18,4
R721,temperature,AC,=,35,Light,SET,28,3
R722,occupancy,AC,>,19,AC,SET,24,4
R723,temperature,Fan,=,16,Light,SET,24,2
R724,occupancy,Fan,=,30,Light,SET,25,3
R725,temperature,AC,>,24,Fan,OFF,30,5
R726,occupancy,Light,<,20,Fan,SET,16,4
R727,temperature,AC,=,32,Light,ON,16,2
R728,occupancy,Light,=,29,Fan,SET,16,4
R729,occupancy,Light,<,25,AC,SET,26,5
R730,temperature,Light,=,16,Light,SET,19,4
R731,occupancy,Light,<,23,Fan,SET,17,2
R732,temperature,Light,<,16,Fan,OFF,30,5
R733,temperature,Fan,=,19,AC,OFF,26,3
R734,time,Light,>,25,AC,OFF,17,2
R735,occupancy,Fan,>,24,Fan,SET,25,3
R736,time,AC,>,19,Fan,OFF,24,3
R737,temperature,Light,>,27,Light,OFF,29,2
R738,time,Fan,>,17,Light,OFF,20,4
R739,temperature,Fan,=,28,Fan,OFF,30,5
R740,temperature,Fan,<,25,Fan,ON,22,3
R741,temperature,Light,=,31,Light,ON,26,5
R742,occupancy,Light,>,26,Fan,OFF,26,3
R743,occupancy,Fan,=,29,Fan,ON,23,3
R744,temperature,Light,=,17,Fan,SET,18,2
R745,temperature,Fan,=,24,AC,SET,22,4
R746,time,Fan,<,19,AC,ON,24,1
R747,temperature,Light,<,33,Light,OFF,19,2
R748,temperature,AC,=,35,Light,SET,22,2
R749,temperature,Light,<,29,Light,ON,24,3
R750,time,Light,<,29,AC,OFF,16,2
R751,temperature,Fan,<,24,Light,OFF,24,4
R752,temperature,AC,<,18,Light,SET,20,3
R753,time,AC,<,23,Light,ON,21,4
R754,temperature,AC,>,18,AC,SET,29,4
R755,occupancy,Fan,=,17,Light,OFF,28,3
R756,occupancy,Light,>,34,AC,ON,16,3
R757,temperature,Fan,<,27,Light,SET,25,1
R758,occupancy,Fan,=,23,AC,OFF,16,3
R759,temperature,Fan,<,20,Light,OFF,27,5
R760,occupancy,Light,=,21,AC,SET,30,3
R761,time,Light,>,26,Light,OFF,26,2
R762,time,Fan,=,22,AC,SET,23,5
R763,temperature,Fan,<,27,Fan,ON,25,1
R764,temperature,AC,=,33,Light,ON,26,4
R765,occupancy,Fan,>,22,Light,ON,30,1
R766,occupancy,Fan,>,16,Fan,ON,20,2
R767,temperature,Fan,<,23,Fan,ON,29,4
R768,time,Light,<,26,AC,SET,30,3
R769,occupancy,AC,<,22,Fan,SET,23,3
R770,occupancy,AC,>,29,AC,SET,18,3
R771,time,Fan,>,33,Light,OFF,27,5
R772,occupancy,Light,=,33,Fan,OFF,30,3
R773,occupancy,AC,<,18,Light,SET,21,2
R774,occupancy,Light,>,23,AC,ON,28,5
R775,temperature,Light,>,16,Light,OFF,19,3
R776,time,Fan,<,24,Fan,ON,26,5
R777,occupancy,Light,>,34,Light,ON,20,2
R778,occupancy,Light,<,31,Light,SET,26,4
R779,time,Fan,<,30,AC,OFF,20,1
R780,time,Light,<,35,Fan,SET,18,4
R781,time,Light,<,19,Light,SET,28,2
R782,temperature,Light,=,18,AC,OFF,16,4
R783,time,Light,<,25,AC,SET,25,4
R784,time,Light,>,18,Fan,ON,26,5
R785,occupancy,AC,=,20,Fan,ON,21,1
R786,time,Fan,>,21,Fan,OFF,24,5
R787,time,Fan,=,27,Fan,ON,25,1
R788,time,Fan,=,24,AC,SET,20,1
R789,time,Fan,>,20,AC,OFF,20,4
R790,temperature,AC,=,30,Light,OFF,16,3
R791,time,Light,>,18,Light,ON,19,4
R792,time,Light,<,23,Fan,OFF,30,5
R793,occupancy,Fan,=,16,Light,SET,23,3
R794,temperature,AC,=,21,AC,SET,26,1
R795,temperature,Fan,<,20,AC,ON,26,2
R796,time,Fan,<,31,Light,ON,24,3
R797,time,Light,<,17,Fan,ON,16,4
R798,occupancy,AC,=,27,Light,ON,27,4
R799,temperature,AC,<,22,AC,SET,23,4
R800,occupancy,Light,=,22,AC,ON,22,3
R801,occupancy,AC,<,35,Light,OFF,16,2
R802,occupancy,AC,<,32,Light,SET,28,4
R803,time,Fan,=,32,Fan,SET,23,2
R804,time,Light,=,22,Light,OFF,25,2
R805,time,Fan,=,19,Light,OFF,20,2
R806,occupancy,AC,=,34,Light,OFF,26,3
R807,temperature,Fan,=,34,AC,SET,24,3
R808,temperature,Light,=,16,AC,OFF,22,2
R809,occupancy,Light,=,34,Fan,ON,18,3
R810,occupancy,Light,=,31,AC,OFF,21,4
R811,time,AC,>,18,Light,OFF,23,2
R812,time,Light,>,25,Fan,ON,21,1
R813,occupancy,Fan,=,19,Fan,ON,22,5
R814,occupancy,AC,>,16,AC,SET,28,1
R815,temperature,Light,<,25,Light,ON,25,4
R816,time,Light,<,17,AC,OFF,21,5
R817,temperature,Fan,>,32,Light,SET,16,2
R818,time,AC,=,16,Fan,OFF,30,2
R819,temperature,Light,>,21,Light,OFF,24,4
R820,occupancy,Light,>,31,Fan,SET,26,5
R821,occupancy,Fan,=,35,Fan,ON,21,2
R822,temperature,Light,<,21,Light,ON,20,1
R823,temperature,AC,=,16,Fan,SET,21,4
R824,occupancy,Light,>,25,Light,SET,20,2
R825,occupancy,Fan,>,34,Light,SET,25,5
R826,occupancy,Fan,=,34,Light,SET,22,3
R827,temperature,Light,>,33,Fan,SET,16,3
R828,time,Fan,<,18,Fan,SET,23,2
R829,temperature,Light,<,16,Light,SET,23,4
R830,temperature,Light,>,27,AC,OFF,26,1
R831,temperature,AC,=,33,Fan,ON,23,2
R832,temperature,Fan,=,19,Fan,ON,20,4
R833,time,Fan,>,35,Fan,OFF,28,4
R834,occupancy,Light,<,16,AC,SET,27,4
R835,occupancy,AC,<,16,AC,ON,16,3
R836,temperature,Fan,<,28,Light,OFF,20,3
R837,occupancy,Light,<,27,Light,OFF,23,4
R838,temperature,Light,=,31,Fan,SET,20,2
R839,temperature,AC,<,32,Fan,ON,25,3
R840,temperature,AC,>,17,Light,SET,28,2
R841,occupancy,AC,<,31,Light,OFF,16,2
R842,occupancy,Fan,>,30,AC,ON,29,4
R843,temperature,Fan,>,33,Light,OFF,16,2
R844,occupancy,AC,=,29,AC,SET,25,5
R845,temperature,Light,<,19,Fan,ON,29,5
R846,temperature,AC,<,28,AC,OFF,22,1
R847,time,Fan,<,17,Fan,ON,25,2
R848,temperature,AC,<,34,Light,OFF,29,1
R849,time,Light,<,22,AC,OFF,25,4
R850,time,Fan,>,34,Light,OFF,22,4
R851,time,Fan,<,35,Fan,ON,29,5
R852,temperature,Light,=,23,AC,ON,24,2
R853,time,Light,<,31,Fan,OFF,29,5
R854,time,Light,>,24,AC,SET,23,5
R855,occupancy,Light,=,28,Light,SET,26,4
R856,occupancy,Fan,=,21,Light,ON,19,4
R857,temperature,Light,<,18,Fan,ON,20,5
R858,occupancy,Fan,>,19,AC,OFF,29,5
R859,temperature,AC,=,18,AC,OFF,29,4
R860,occupancy,Light,=,18,Fan,OFF,16,4
R861,time,AC,<,28,Fan,ON,25,5
R862,time,Fan,>,29,Fan,ON,16,2
R863,time,Light,>,19,Fan,OFF,30,2
R864,time,Fan,=,18,AC,OFF,17,2
R865,time,Fan,>,32,Light,SET,17,1
R866,time,Light,>,16,Fan,ON,30,4
R867,occupancy,Fan,<,25,Fan,SET,25,1
R868,occupancy,Light,=,18,Fan,ON,17,3
R869,time,Fan,>,31,Light,ON,25,5
R870,temperature,Light,=,21,Fan,SET,28,1
R871,time,AC,=,32,Fan,SET,26,1
R872,temperature,Light,>,25,Fan,SET,29,4
R873,temperature,Light,<,19,AC,OFF,23,4
R874,occupancy,Light,<,21,AC,SET,22,2
R875,occupancy,AC,<,32,Light,ON,21,5
R876,time,Light,>,24,Light,ON,26,3
R877,occupancy,Light,<,31,AC,OFF,20,5
R878,temperature,AC,>,18,Fan,ON,17,2
R879,time,AC,<,27,Light,SET,24,4
R880,time,AC,=,25,Light,OFF,20,2
R881,time,Fan,=,19,Light,OFF,20,4
R882,time,AC,>,27,AC,OFF,25,5
R883,time,AC,>,28,AC,ON,19,1
R884,occupancy,AC,<,31,Light,SET,28,2
R885,occupancy,Fan,=,25,Light,ON,18,5
R886,occupancy,AC,=,27,Light,SET,21,2
R887,occupancy,Fan,=,21,AC,ON,19,3
R888,time,AC,>,26,Light,SET,29,1
R889,occupancy,Light,<,19,Light,OFF,21,4
R890,temperature,Light,<,27,AC,ON,18,5
R891,temperature,AC,=,22,Light,OFF,23,3
R892,temperature,Fan,>,26,AC,ON,26,4
R893,time,Fan,>,24,Light,ON,18,2
R894,temperature,Light,<,31,Light,SET,30,2
R895,occupancy,AC,=,16,Fan,OFF,19,4
R896,temperature,AC,<,24,Light,OFF,21,1
R897,occupancy,AC,<,32,AC,SET,25,5
R898,occupancy,Light,=,21,Light,ON,22,4
R899,temperature,Light,<,21,Light,OFF,19,3
R900,time,AC,<,21,Light,SET,26,4
R901,occupancy,Light,>,28,AC,SET,24,4
R902,temperature,Light,>,20,Fan,OFF,18,3
R903,temperature,Fan,<,27,AC,SET,17,1
R904,temperature,AC,=,30,Light,OFF,16,2
R905,temperature,Fan,<,31,Fan,OFF,28,1
R906,occupancy,Light,=,29,AC,SET,27,5
R907,occupancy,Fan,=,34,Light,ON,23,2
R908,temperature,Light,<,23,Light,SET,18,1
R909,time,Light,>,21,Light,SET,18,5
R910,time,Fan,<,30,Light,ON,27,5
R911,occupancy,Fan,<,25,Fan,ON,17,4
R912,temperature,Fan,>,21,AC,SET,16,3
R913,time,Fan,<,24,Light,SET,20,2
R914,temperature,Light,=,28,AC,SET,19,5
R915,time,AC,=,28,AC,ON,30,4
R916,time,Light,=,22,Light,OFF,25,5
R917,occupancy,AC,<,32,AC,OFF,24,1
R918,time,AC,>,28,AC,ON,25,5
R919,time,AC,<,21,Fan,SET,24,4
R920,occupancy,AC,>,23,Fan,SET,26,4
R921,temperature,Fan,<,35,Fan,SET,26,1
R922,time,Fan,=,17,Light,OFF,25,2
R923,occupancy,AC,>,22,Fan,SET,18,3
R924,time,Light,=,16,Light,SET,24,5
R925,time,AC,=,18,AC,SET,30,4
R926,temperature,Fan,=,21,AC,OFF,27,1
R927,occupancy,Fan,=,16,Light,ON,26,2
R928,occupancy,Fan,<,24,AC,SET,28,5
R929,occupancy,AC,>,29,Light,ON,27,1
R930,occupancy,AC,=,23,AC,OFF,27,4
R931,time,AC,<,23,Light,ON,30,5
R932,occupancy,AC,=,31,Light,SET,23,2
R933,occupancy,Light,<,21,AC,OFF,24,5
R934,temperature,AC,=,31,Fan,SET,23,1
R935,temperature,Light,=,23,AC,SET,17,1
R936,temperature,Light,=,30,Fan,OFF,22,3
R937,temperature,AC,=,22,AC,ON,18,1
R938,temperature,AC,<,16,Fan,OFF,18,5
R939,time,Fan,<,32,Light,ON,24,2
R940,temperature,Fan,=,21,AC,ON,22,5
R941,temperature,AC,<,27,AC,ON,29,3
R942,occupancy,AC,=,34,AC,ON,16,4
R943,time,AC,>,16,AC,OFF,23,2
R944,time,Fan,>,23,Fan,SET,29,2
R945,time,AC,=,16,AC,ON,19,2
R946,time,AC,>,34,Light,OFF,30,1
R947,time,Fan,>,18,Fan,ON,22,5
R948,time,Light,>,28,AC,OFF,30,1
R949,occupancy,Fan,>,17,Light,OFF,27,2
R950,occupancy,Light,=,34,Light,OFF,16,1
R951,occupancy,Light,=,27,AC,SET,19,2
R952,temperature,AC,<,21,Fan,OFF,18,1
R953,occupancy,Fan,=,24,Fan,ON,17,1
R954,occupancy,Fan,=,18,Light,ON,21,1
R955,temperature,Light,>,16,Light,ON,22,2
R956,occupancy,Light,>,25,AC,ON,23,1
R957,occupancy,Fan,=,29,Fan,ON,21,2
R958,temperature,AC,>,28,AC,ON,26,5
R959,time,Fan,>,23,Light,OFF,17,4
R960,time,AC,=,16,AC,OFF,28,5
R961,time,Fan,>,28,Fan,OFF,21,1
R962,temperature,Fan,=,23,Light,ON,17,3
R963,occupancy,AC,>,23,Light,OFF,20,3
R964,time,Light,=,25,Fan,OFF,29,3
R965,time,AC,>,32,AC,OFF,28,2
R966,time,AC,>,21,AC,SET,17,1
R967,occupancy,Light,=,33,Light,OFF,16,1
R968,occupancy,Light,>,31,Fan,SET,16,1
R969,occupancy,Light,=,21,Fan,OFF,29,1
R970,occupancy,AC,<,28,AC,OFF,30,3
R971,occupancy,Light,>,32,Light,SET,20,2
R972,temperature,Light,<,27,Fan,SET,24,5
R973,time,Light,<,21,AC,SET,18,5
R974,temperature,Fan,>,16,AC,OFF,22,5
R975,time,Fan,<,28,Fan,OFF,17,2
R976,occupancy,Light,=,31,AC,OFF,26,2
R977,time,Fan,>,18,Fan,OFF,21,3
R978,time,AC,=,17,AC,OFF,18,3
R979,time,Fan,=,34,Fan,SET,20,1
R980,occupancy,Fan,<,20,Fan,ON,27,3
R981,temperature,AC,<,18,AC,SET,28,3
R982,time,Light,>,24,Fan,ON,16,5
R983,time,Fan,=,29,Light,SET,20,1
R984,occupancy,AC,<,16,Fan,ON,20,2
R985,temperature,Fan,>,21,AC,OFF,21,1
R986,temperature,AC,=,18,AC,OFF,20,3
R987,time,Fan,>,21,Light,ON,16,4
R988,time,AC,<,27,Fan,OFF,26,3
R989,temperature,AC,<,35,AC,ON,21,4
R990,time,AC,=,19,Fan,OFF,19,5
R991,time,Light,=,28,Light,ON,26,2
R992,temperature,AC,=,29,Light,ON,26,5
R993,occupancy,AC,>,28,Fan,OFF,22,1
R994,occupancy,Fan,<,24,Fan,SET,24,4
R995,occupancy,Fan,>,33,Fan,OFF,30,2
R996,occupancy,Light,<,23,Light,ON,25,1
R997,time,Fan,>,34,Light,ON,30,3
R998,temperature,AC,>,20,Light,SET,21,4
R999,time,Fan,>,32,Light,OFF,29,1
R1000,temperature,AC,>,23,AC,OFF,30,3
R1001,time,Fan,<,34,AC,SET,24,5
R1002,temperature,AC,<,21,Light,SET,29,5
R1003,temperature,Fan,>,16,Fan,SET,23,1
R1004,temperature,AC,>,23,Light,ON,30,5
R1005,time,AC,=,29,Light,OFF,23,1
R1006,occupancy,AC,=,18,Light,OFF,29,5
R1007,time,Fan,>,31,AC,ON,25,1
R1008,occupancy,Fan,<,25,Fan,ON,21,5
R1009,time,Fan,=,19,Fan,OFF,19,1
R1010,time,Fan,>,33,Light,OFF,20,4
R1011,temperature,Light,<,29,Fan,ON,22,3
R1012,time,Fan,=,21,Light,OFF,22,5
R1013,temperature,AC,>,31,AC,SET,18,4
R1014,occupancy,AC,>,35,AC,ON,25,4
R1015,time,Fan,<,26,Light,ON,28,3
R1016,temperature,Light,>,25,AC,OFF,16,1
R1017,occupancy,Light,>,20,Light,OFF,28,5
R1018,time,Light,=,18,Light,OFF,26,4
R1019,time,Fan,=,18,Light,OFF,17,1
R1020,occupancy,Light,<,21,AC,ON,22,2
R1021,time,Fan,=,22,Fan,ON,19,4
R1022,time,AC,>,32,Fan,ON,19,1
R1023,occupancy,Fan,=,31,Light,ON,17,2
R1024,occupancy,AC,<,19,AC,SET,17,5
R1025,time,Fan,>,16,Fan,OFF,19,4
R1026,occupancy,Fan,>,27,Fan,OFF,17,5
R1027,occupancy,Fan,<,30,AC,OFF,17,3
R1028,time,Light,=,26,Light,ON,18,4
R1029,occupancy,Fan,=,16,AC,OFF,24,2
R1030,time,Fan,>,33,AC,SET,16,5
R1031,temperature,Light,<,31,Light,OFF,27,5
R1032,temperature,Fan,>,32,Light,OFF,16,3
R1033,time,Light,=,35,AC,OFF,28,1
R1034,time,Fan,<,21,Light,ON,24,3
R1035,temperature,Fan,>,24,Light,OFF,22,1
R1036,temperature,AC,<,22,AC,SET,20,4
R1037,time,Light,>,22,Fan,ON,30,1
R1038,temperature,Light,>,32,Light,ON,16,5
R1039,occupancy,Light,>,16,Light,OFF,24,1
R1040,time,Light,>,18,Fan,ON,20,3
R1041,occupancy,Light,>,31,AC,OFF,24,3
R1042,time,AC,>,23,Light,OFF,23,5
R1043,time,Light,<,33,AC,ON,24,2
R1044,temperature,AC,=,34,AC,OFF,21,3
R1045,time,AC,>,21,AC,SET,19,5
R1046,occupancy,Fan,>,23,AC,OFF,24,1
R1047,occupancy,Light,<,28,AC,ON,18,4
R1048,time,Light,>,31,AC,OFF,22,3
R1049,time,Light,=,18,AC,SET,21,3
R1050,time,Light,>,29,Fan,ON,24,2
R1051,temperature,Light,=,23,Fan,ON,25,5
R1052,time,Light,=,26,Light,ON,25,5
R1053,temperature,AC,>,30,Light,ON,24,5
R1054,temperature,Light,<,23,Light,OFF,21,4
R1055,temperature,Light,=,20,AC,OFF,28,5
R1056,temperature,AC,=,25,Light,ON,22,4
R1057,temperature,Fan,<,21,AC,SET,16,1
R1058,time,Light,>,18,Light,OFF,25,4
R1059,occupancy,AC,>,24,Light,OFF,17,4
R1060,temperature,Fan,<,30,AC,SET,30,1
R1061,temperature,AC,<,20,Fan,ON,24,5
R1062,occupancy,Fan,<,21,AC,OFF,29,5
R1063,occupancy,Fan,=,18,Fan,SET,30,5
R1064,temperature,Fan,<,16,Light,ON,22,4
R1065,temperature,Light,>,23,Fan,SET,24,3
R1066,time,Fan,<,31,Fan,SET,17,1
R1067,time,Light,<,23,Fan,OFF,22,5
R1068,time,Fan,=,27,Fan,ON,28,2
R1069,temperature,Fan,>,26,Fan,SET,23,3
R1070,occupancy,Light,<,34,AC,SET,27,4
R1071,time,Light,>,29,AC,OFF,24,3
R1072,time,Fan,<,25,Light,SET,30,2
R1073,time,Light,<,17,Fan,ON,18,2
R1074,occupancy,AC,>,27,Fan,OFF,23,3
R1075,time,AC,<,32,AC,ON,25,2
R1076,occupancy,Light,>,28,AC,SET,27,5
R1077,temperature,Light,<,22,AC,ON,25,4
R1078,occupancy,Light,=,16,Fan,ON,19,2
R1079,occupancy,Light,>,29,Light,OFF,30,1
R1080,time,Light,<,26,Fan,ON,29,5
R1081,temperature,Fan,>,35,Light,ON,23,5
R1082,temperature,AC,=,22,Light,OFF,17,5
R1083,temperature,Fan,>,21,Light,ON,23,5
R1084,occupancy,AC,<,17,AC,SET,30,3
R1085,occupancy,Fan,<,26,Fan,OFF,20,4
R1086,time,Light,>,33,AC,OFF,16,2
R1087,time,Light,=,16,Fan,SET,22,4
R1088,temperature,Fan,>,32,Light,OFF,26,3
R1089,occupancy,Light,<,16,AC,ON,27,1
R1090,occupancy,Fan,=,18,Light,OFF,21,1
R1091,temperature,Fan,<,16,Light,ON,18,4
R1092,occupancy,Fan,=,30,Light,OFF,25,3
R1093,temperature,Fan,>,23,Light,SET,30,1
R1094,occupancy,Fan,<,26,Fan,SET,20,4
R1095,occupancy,Light,>,24,AC,ON,22,4
R1096,temperature,AC,=,33,AC,OFF,29,2
R1097,time,Light,=,29,Light,OFF,22,5
R1098,occupancy,Light,=,19,Light,SET,23,1
R1099,occupancy,AC,<,19,Fan,SET,26,5
R1100,temperature,AC,<,32,Fan,ON,20,4
R1101,occupancy,Light,<,19,Light,ON,30,2
R1102,temperature,AC,>,21,Light,OFF,27,5
R1103,time,Light,=,25,Fan,ON,19,1
R1104,temperature,AC,>,24,Light,SET,21,2
R1105,occupancy,Light,=,16,AC,OFF,23,5
R1106,temperature,Fan,=,31,AC,OFF,19,4
R1107,temperature,Fan,<,30,Light,OFF,19,2
R1108,occupancy,Light,=,27,AC,SET,28,1
R1109,temperature,AC,<,31,Fan,OFF,23,1
R1110,occupancy,Fan,=,22,Light,OFF,18,5
R1111,time,Light,<,31,AC,ON,23,3
R1112,temperature,Fan,<,26,Fan,SET,25,4
R1113,temperature,Light,<,26,Fan,ON,26,1
R1114,temperature,Light,=,24,Fan,ON,19,5
R1115,time,AC,<,34,Fan,SET,22,5
R1116,time,AC,=,28,Fan,OFF,23,1
R1117,occupancy,Fan,=,35,Light,SET,22,5
R1118,time,Fan,=,29,AC,ON,25,5
R1119,temperature,Light,=,23,Fan,OFF,25,1
R1120,temperature,Fan,=,17,Light,SET,20,5
R1121,occupancy,Fan,>,30,AC,OFF,23,4
R1122,temperature,Fan,<,20,Fan,OFF,24,3
